show_id,show_type_id,title,country,date_added,release_year,rating,description,duration_minutes,duration_seasons
3354,1,Zoé: Panoramas,Mexico,"November 1, 2019",2016,TV-MA,This introspective rockumentary follows the career triumphs and intimate moments of legendary Mexican band Zoé as they embark on a global tour.,89.0,
3355,1,Grego Rossello: Disculpe las molestias,Argentina,"October 31, 2019",2019,TV-MA,"Argentine comedian Grego Rossello takes the stage in Buenos Aires to share his takes on modern stardom, airline dining, brotherly love and more.",65.0,
3356,2,KENGAN ASHURA,"United States, Japan","October 31, 2019",2019,TV-MA,"Ohma Tokita enters a hidden world where corporate disputes are settled in brutal gladiator bouts. Forget the money, he just wants to fight – and win.",,2.0
3357,2,Nowhere Man,Taiwan,"October 31, 2019",2019,TV-MA,"Two nefarious schemes taking place 10 years apart entangle a dauntless triad member, who must break out of prison to rescue a loved one.",,
3358,2,Sleepless Society: Bedtime Wishes,,"October 31, 2019",2019,TV-MA,"During a holiday stay at a hotel resort, a flight attendant encounters a wealthy, mysterious man with two different personas.",,
3359,2,"Bring It On, Ghost",South Korea,"October 30, 2019",2016,TV-14,A college student with psychic abilities takes in an amnesiac ghost as his roommate – who ends up helping him hunt down spooky spirits.,,
3360,1,Mehandi Circus,India,"October 30, 2019",2019,TV-MA,"In the early 1990s, the love between a cassette shop owner and a traveling circus performer challenges caste barriers and disapproving parents.",126.0,
3361,2,Tomorrow with You,South Korea,"October 30, 2019",2017,TV-14,The head of a real estate firm with the ability to travel through time by taking the subway marries a photographer to try and change his future.,,
3362,2,Tunnel,,"October 30, 2019",2019,TV-14,A detective finds himself 30 years in the future and must solve a string of grisly crimes before he can return to the past.,,
3363,1,Arsenio Hall: Smart & Classy,United States,"October 29, 2019",2019,TV-MA,"In his first stand-up special, Arsenio Hall discusses getting older, the changing times and culture, social issues and even bothersome baby toes.",63.0,
3364,2,Shine On with Reese,United States,"October 29, 2019",2018,TV-MA,"In a talk show straight from the heart, actor and producer Reese Witherspoon visits with groundbreaking women to discuss their inspiring journeys.",,
3365,1,The Road to El Camino: Behind the Scenes of El Camino: A Breaking Bad Movie,United States,"October 29, 2019",2019,TV-14,"Aaron Paul, Vince Gilligan and other cast members, producers and crew share stories and footage from the making of ""El Camino.""",14.0,
3366,1,A 3 Minute Hug,"Mexico, United States","October 28, 2019",2019,TV-PG,This documentary captures the joy and heartbreak of families separated by the U.S.-Mexico border sharing a short but bittersweet reunion in 2018.,28.0,
3367,1,Little Miss Sumo,United Kingdom,"October 28, 2019",2018,TV-G,"In an ancient sport traditionally reserved for men, 20-year-old female sumo prodigy Hiyori attempts to revolutionize Japan’s national pastime.",20.0,
3368,2,"Wait, My Youth",China,"October 27, 2019",2019,TV-PG,"Six hopeful friends journey into adulthood to create the moments that pull them together, draw them apart and make them fall in love.",,
3369,2,A Little Thing Called First Love,China,"October 26, 2019",2019,TV-G,A shy college student with a knack for drawing develops a crush on a musically gifted classmate and embarks on a journey of self-discovery.,,
3370,2,BoJack Horseman,United States,"October 25, 2019",2020,TV-MA,"Meet the most beloved sitcom horse of the '90s, 20 years later. He’s a curmudgeon with a heart of...not quite gold...but something like gold. Copper?",,6.0
3371,2,Brotherhood,Brazil,"October 25, 2019",2019,TV-MA,"An honest lawyer reaches a moral crossroads after the cops force her to inform on her incarcerated brother, the leader of a rising criminal faction.",,
3372,1,Consequences,Turkey,"October 25, 2019",2014,TV-MA,Secrets bubble to the surface after a sensual encounter and an unforeseen crime entangle two friends and a woman caught between them.,106.0,
3373,1,Dolemite Is My Name,United States,"October 25, 2019",2019,R,"In 1970s LA, struggling comedian Rudy Ray Moore hits it big with his raunchy alter ego, Dolemite, then risks it all to take his act to the big screen.",118.0,
3374,2,Drug Squad: Costa del Sol,Spain,"October 25, 2019",2019,TV-MA,Four intrepid and impulsive police officers form a special narcotics unit to combat the birth of drug trafficking on Spain's Costa del Sol in the 1970s.,,
3375,1,It Takes a Lunatic,"United States, United Kingdom, Germany","October 25, 2019",2019,TV-MA,"The extraordinary life of beloved acting teacher and theatre producer Wynn Handman is recalled in this portrait of a provocative, innovative artist.",127.0,
3376,2,Monzón: A Knockout Blow,Argentina,"October 25, 2019",2018,TV-MA,"This dramatization tells the story of Argentine boxing champion Carlos Monzón, as well as the investigation into the death of his wife Alicia Muñiz.",,
3377,1,My Next Guest with David Letterman and Shah Rukh Khan,,"October 25, 2019",2019,TV-PG,"""King of Bollywood"" Shah Rukh Khan opens up about his rise to fame, his family and his billions of fans as he and Dave meet up in Mumbai and New York.",61.0,
3378,2,Nailed It! France,France,"October 25, 2019",2019,TV-14,"On this fun and funny competition show, home bakers talented in catastrophe struggle to re-create dessert masterpieces and win a 5,000 euro prize.",,
3379,2,Nailed It! Spain,Spain,"October 25, 2019",2019,TV-PG,"On this competition show, novice bakers try to avoid a fiasco while duplicating stunning sweets. At stake are a trophy and 5,000 euros.",,
3380,1,Rattlesnake,United States,"October 25, 2019",2019,TV-MA,"After a mysterious woman saves her daughter from a deadly snakebite, a single mother must repay the debt by killing a stranger before sundown.",86.0,
3381,1,The Awakening of Motti Wolkenbruch,Switzerland,"October 25, 2019",2018,TV-MA,"Pressured to marry a nice Orthodox Jewish woman, Motti is thrown for a loop when he falls for classmate Laura, who his mother will never approve of.",94.0,
3382,2,The Untamed,China,"October 25, 2019",2019,TV-14,"In a magical world of inter-clan rivalry, two soulmates face treacherous schemes and uncover a dark mystery linked to a tragic event in the past.",,
3383,2,Daybreak,United States,"October 24, 2019",2019,TV-MA,"Living his best life in post-apocalyptic LA, a slacker strives to find the girl of his dreams while outwitting mindless ghouls and cliquish gangs.",,
3384,1,Echo in the Canyon,United States,"October 24, 2019",2019,PG-13,"An affectionate documentary looks back at the mid-1960s, when Hollywood’s Laurel Canyon was a creative nexus for young, innovative musicians.",82.0,
3385,1,Revenge of the Pontianak,"Singapore, Malaysia","October 24, 2019",2019,TV-14,A wedding in a Malaysian village leaves out one guest: a scorned vampire ghost bent on settling a secret score with the groom and anyone in her way.,92.0,
3386,2,"Breakfast, Lunch & Dinner",United States,"October 23, 2019",2019,TV-MA,"Chef David Chang takes his insatiable curiosity about food, culture and identity on the road, in the convivial company of fun-loving celebrity guests.",,
3387,1,Dancing with the Birds,United States,"October 23, 2019",2019,TV-PG,"From ruffling their majestic feathers to nailing im-peck-able courtship routines, birds in paradise flaunt their best moves in hopes of landing a mate.",52.0,
3388,1,Master Z: The Ip Man Legacy,"Hong Kong, China","October 23, 2019",2018,TV-14,"In this spin-off, a martial arts expert once defeated by Ip Man is forced to abandon his reclusive lifestyle to combat a rising Chinese triad.",108.0,
3389,1,Jenny Slate: Stage Fright,United States,"October 22, 2019",2019,TV-MA,"Jenny Slate's first stand-up special is a mix of stage time, funny stories about adulthood and conversations with family in her childhood home.",67.0,
3390,1,Free Fire,United Kingdom,"October 21, 2019",2016,R,A sketchy arms transaction in a deserted warehouse turns into a free-for-all when the two sides engage in a take-no-prisoners shootout.,91.0,
3391,1,Little Singham: Kaal Ki Tabaahi,,"October 19, 2019",2019,TV-Y7,Kaal is back – bigger and badder than ever! Can Little Singham fight the battle of a lifetime to stop the demon’s plans to wreak havoc on earth?,66.0,
3392,1,The Command,"France, Belgium, Luxembourg, Romania, Canada, United States","October 19, 2019",2018,PG-13,For the crew trapped aboard a sunken Russian submarine the deadliest threat is the bureaucracy on land. Based on a true story.,118.0,
3393,1,10 Days in Sun City,"South Africa, Nigeria","October 18, 2019",2017,TV-14,"After his girlfriend wins the Miss Nigeria pageant, a young man faces unexpected competition of his own when he joins her on a campaign in South Africa.",87.0,
3394,2,"ChuChu TV Kids Songs, Learning Videos & Bedtime Stories",,"October 18, 2019",2019,TV-Y,This educational series for tiny tots features a toe-tapping spin on nursery rhymes with upbeat tunes and a diverse set of easy-to-follow lessons.,,
3395,1,ChuChuTV Bedtime Stories & Moral Stories for Kids (English),,"October 18, 2019",2019,TV-Y,"ChuChu teaches some bullies a lesson, Cussly learns the value of teamwork and ChaCha realizes there’s more to playtime than TV and video games.",47.0,
3396,1,ChuChuTV Bedtime Stories & Moral Stories for Kids (Hindi),,"October 18, 2019",2019,TV-Y,"In this collection of stories, ChuChu and her pals meet a man in need, Chiku must change a bad habit and ChaCha gets a lesson in management.",56.0,
3397,1,ChuChuTV Surprise Eggs Learning Videos (English),,"October 18, 2019",2019,TV-Y,"From colors and letters to animals of all kinds, each egg holds a fun-filled lesson waiting to be learned. ChuChu and friends are opening them all!",61.0,
3398,1,ChuChuTV Surprise Eggs Learning Videos (Hindi),,"October 18, 2019",2019,TV-Y,Magic elephant Mr. Harlo uses playtime to help the children discover various surprises hidden inside colorful eggs.,34.0,
3399,1,Eli,United States,"October 18, 2019",2019,TV-MA,"With his desperate parents in tow, an 11-year-old boy with a debilitating illness checks into an isolated clinic to undergo experimental therapy.",98.0,
3400,1,In My Country,,"October 18, 2019",2018,TV-MA,"A teacher turns to a dubious man to raise money for her daughter's life-saving surgery, a crisis that is unexpectedly catapulted to a national stage.",99.0,
3401,2,Interior Design Masters,United Kingdom,"October 18, 2019",2019,TV-PG,Aspiring interior designers transform a variety of spaces from dowdy to delightful as they vie for a life-changing contract with a top London hotel.,,
3402,2,Little Baby Bum: Nursery Rhyme Friends,United Kingdom,"October 18, 2019",2019,TV-Y,"Twinkle, Mia, Jacus and the rest of the Nursery Rhyme Friends perform catchy tunes for the little ones.",,2.0
3403,1,"Love, Surreal and Odd",Turkey,"October 18, 2019",2017,TV-14,"When a group of people meets at the same party, they form four different relationships, each experiencing similar phases of love.",95.0,
3404,2,Mighty Little Bheem: Diwali,India,"October 18, 2019",2019,TV-Y,"From decorating his home to devouring sweets, join Bheem as he makes merry – and a bit of mischief – while the festival of lights is in full swing.",,
3405,2,MONKART,,"October 18, 2019",2017,TV-Y7,Jin and his dragon monster Draka set out on a racing adventure and try to save the kingdom from evil forces.,,
3406,1,Seventeen,Spain,"October 18, 2019",2019,TV-MA,"To find his therapy dog, a 17-year-old escapes from juvie and embarks on a journey of reconnection with his brother and grandmother through Cantabria.",100.0,
3407,2,Spirit Riding Free: Pony Tales,United States,"October 18, 2019",2019,TV-Y7,"Find the fun and adventure of ""Spirit Riding Free"" in this mix of music videos and short episodes featuring Lucky and all of her friends!",,2.0
3408,1,Tatu,Nigeria,"October 18, 2019",2017,TV-MA,"Doubting her future as a nun, a woman attempts to have a child, triggering a mystic tribal prophecy that could force her to make a godly sacrifice.",101.0,
3409,1,Tell Me Who I Am,United Kingdom,"October 18, 2019",2019,TV-MA,"In this documentary, Alex trusts his twin, Marcus, to tell him about his past after he loses his memory. But Marcus is hiding a dark family secret.",86.0,
3410,1,The Laundromat,United States,"October 18, 2019",2019,R,"When a widow gets swindled out of insurance money, her search for answers leads to two cunning lawyers in Panama who hide cash for the superrich.",96.0,
3411,2,Toon,Netherlands,"October 18, 2019",2017,TV-MA,"Reclusive, socially awkward jingle composer Toon must navigate the nightmarish world of show biz after a viral video skyrockets him to fame.",,2.0
3412,1,Up North,Nigeria,"October 18, 2019",2018,TV-14,A pampered heir must complete a year of service work to inherit his dad's assets but unearths new goals when he's placed in an unfamiliar region.,99.0,
3413,1,Upstarts,India,"October 18, 2019",2019,TV-14,"Hoping to do good while making millions, three college graduates create a startup. But as business begins to flourish, their own bond starts to fray.",112.0,
3414,1,Verses of Love 2,Indonesia,"October 18, 2019",2017,TV-14,"Now a lecturer in Edinburgh, Fahri tries to begin a new chapter as the love of his life, Aisha, volunteers in the Gaza Strip. Have they moved on?",127.0,
3415,2,Chosen,China,"October 17, 2019",2019,TV-14,"When a mysterious box arrives at his door, a doctor and father is forced to participate in a twisted killing game, or risk losing everything.",,2.0
3416,2,THE UNLISTED,Australia,"October 17, 2019",2019,TV-PG,"When they learn of a secret plot to track and control kids, identical twins Dru and Kal team up with a band of runaway rebels to take back their world.",,
3417,2,Another Miss Oh,South Korea,"October 16, 2019",2016,TV-MA,"A sound director who suddenly starts getting visions of someone else’s future gets mired in the lives of two women, who happen to share the same name.",,
3418,1,Ghosts of Sugar Land,United States,"October 16, 2019",2019,TV-MA,"Shocked when their friend embraces extremism, a group of Muslim Americans in Texas recount their time with him and theories about his fate.",22.0,
3419,1,League of Legends Origins,United States,"October 16, 2019",2019,TV-MA,"Fans, experts and creators of the ""League of Legends"" detail the game’s rise from free demo to global esports titan.",78.0,
3420,1,Park Na-rae: Glamour Warning,South Korea,"October 16, 2019",2019,TV-MA,"Korea’s beloved comedian and favorite big sister figure talks sex, relationships and celebrity life. And she’s sassier and dirtier than ever before.",63.0,
3421,2,Second 20s,South Korea,"October 16, 2019",2015,TV-14,"Facing major changes, a mother realizes it's time to live for herself and decides to enroll in college, where she finds her dream as well as new love.",,
3422,1,Sinister 2,"United States, United Kingdom","October 16, 2019",2015,R,"A single mother and her twin sons move into a rural house, unaware of its history of being inhabited by an evil spirit that preys upon young children.",97.0,
3423,1,The Game Changers,United States,"October 16, 2019",2018,TV-MA,"Special Forces trainer James Wilks asks elite athletes to compare the merits of meat, protein and plants for building strength. Spoiler: plants win.",86.0,
3424,2,Black Money Love,Turkey,"October 15, 2019",2014,TV-MA,"After a cop's fiancée and a jewelry designer's father are found dead together, the two bereaved ones face a perilous aftermath of a theft gone wrong.",,
3425,1,"Martin Matte: La vie, la mort...eh la la..!",Canada,"October 14, 2019",2019,TV-14,"Quebecois comedy star Martin Matte serves up embarrassing personal stories, a solution for social media trolls and more in this unpredictable special.",62.0,
3426,1,Street Flow,France,"October 13, 2019",2019,TV-MA,"Three brothers – a gangster, a scholar and an impressionable teen – learn hard lessons in the gritty suburbs while searching for the means to survive.",96.0,
3427,2,The Lies Within,South Korea,"October 13, 2019",2019,TV-14,"After her father dies and her husband goes missing, Kim Seo-hui teams up with detective Jo Tae-sik and joins the National Assembly.",,
3428,1,Bygones Be Bygones,Turkey,"October 11, 2019",2017,TV-MA,A mother's plan to find her bachelor son a match derails when a new prospect turns up and sinister schemes unfold.,104.0,
3429,1,El Camino: A Breaking Bad Movie,United States,"October 11, 2019",2019,TV-MA,"Fugitive Jesse Pinkman attempts to outrun his past. Written and directed by ""Breaking Bad"" creator Vince Gilligan, starring Aaron Paul.",123.0,
3430,1,Fractured,United States,"October 11, 2019",2019,TV-MA,"After his wife and injured daughter disappear from an ER, a man conducts a panicked search and becomes convinced the hospital is hiding something.",100.0,
3431,2,Insatiable,United States,"October 11, 2019",2019,TV-MA,"A bullied teenager turns to beauty pageants as a way to exact her revenge, with the help of a disgraced coach who soon realizes he's in over his head.",,2.0
3432,1,The Bling Lagosians,Nigeria,"October 11, 2019",2019,TV-14,"With a matriarch bent on having a lavish 51st birthday party, her family's debt is on the verge of exposure, threatening their business – and legacy.",99.0,
3433,1,The Forest of Love,Japan,"October 11, 2019",2019,TV-MA,A con man and a would-be filmmaking crew force themselves into the lives of two grief-scarred young women. But nothing is as it seems.,151.0,
3434,2,The Hook Up Plan,France,"October 11, 2019",2020,TV-MA,"When Parisian Elsa gets hung up on her ex, her best friends secretly hire a male escort to help her move on. But their plan works a little too well.",,2.0
3435,1,The Influence,"Spain, France","October 11, 2019",2019,TV-MA,"Back in her childhood home to help her sister care for their comatose mother, Alicia must face a dark force from her past that now threatens her child.",102.0,
3436,2,Beyblade Burst Turbo,,"October 10, 2019",2018,TV-Y7,"Yearning to earn the title of world blading champion, a novice competitor must harness his untamed potential through training and tournaments.",,
3437,1,GEN HOSHINO STADIUM TOUR “POP VIRUS”,,"October 10, 2019",2019,TV-14,Singer-songwriter Gen Hoshino takes the stage at the sold out Tokyo Dome in his highly anticipated 2019 Pop Virus dome tour.,154.0,
3438,2,Ultramarine Magmell,Japan,"October 10, 2019",2019,TV-14,"Decades after the sudden birth of a new continent, a young rescuer-for-hire provides aid to adventurers exploring this dangerous, uncharted world.",,
3439,1,After,United States,"October 9, 2019",2019,PG-13,"Wholesome college freshman Tessa Young thinks she knows what she wants out of life, until she crosses paths with complicated bad boy Hardin Scott.",106.0,
3440,1,Home Is Where the Killer Is,United States,"October 9, 2019",2019,TV-14,"Recovering from cancer, a young woman thinks she’s found a friend when she rents a room from a caring ex-doctor. But empathy soon becomes obsession.",87.0,
3441,2,Rhythm + Flow,United States,"October 9, 2019",2019,TV-MA,"In this music competition show, judges Tip “T.I.” Harris, Cardi B and Chance the Rapper hit the streets to find the next rap superstar.",,
3442,1,Deon Cole: Cole Hearted,United States,"October 8, 2019",2019,TV-MA,"Embracing his belief that comedy is the last raw form of expression, Deon Cole explains the right time to thank Jesus and the wrong time to say ""welp.""",70.0,
3443,1,The Spooky Tale of Captain Underpants Hack-a-ween,United States,"October 8, 2019",2019,TV-Y7,"When Melvin tries to cancel Halloween, clever best friends Harold and George create their own spooky holiday – and it's a huge success!",46.0,
3444,1,Love for Sale,Indonesia,"October 6, 2019",2018,TV-14,"Richard accepts a bet that he can't find a companion to a friend's wedding, not knowing the dating app he's using includes a 45-day contract.",101.0,
3445,2,Legend Quest: Masters of Myth,Mexico,"October 5, 2019",2019,TV-Y7,"When mythical creatures come to life, it's up to Leo, Teodora, Don Andrés and Alebrije – super-secret monster hunters – to save the day.",,
3446,2,My Country: The New Age,South Korea,"October 5, 2019",2019,TV-14,"At the end of the Goryeo period, there were those who led the charge to proclaim a new age – and the ordinary individuals who risked everything.",,
3447,1,Noblemen,India,"October 5, 2019",2019,TV-MA,"When he lands the lead in his Christian school's production of ""The Merchant of Venice,"" a secretly gay student is bullied by wealthy upperclassmen.",109.0,
3448,1,A Plastic Ocean,"United Kingdom, Hong Kong","October 4, 2019",2016,TV-14,"When he discovers the world's oceans brimming with plastic waste, a documentary filmmaker investigates the pollution's environmental impacts.",100.0,
3449,1,Brother in Love,Turkey,"October 4, 2019",2019,TV-MA,"A robbery leaves a proprietor penniless before his wedding, but becoming a son-in-law to a second family might be the financial solution he needs.",110.0,
3450,2,Creeped Out,"United Kingdom, Canada","October 4, 2019",2019,TV-PG,"A masked figure known as ""The Curious"" collects tales of dark magic, otherworldly encounters and twisted technology in this kids anthology series.",,2.0
3451,1,In the Tall Grass,"Canada, United States","October 4, 2019",2019,TV-MA,"After hearing a boy's cry for help, a pregnant woman and her brother wade into a vast field of grass, only to discover there may be no way out.",102.0,
3452,1,Kids on the Block,Turkey,"October 4, 2019",2019,TV-PG,"When their fun in the park is threatened by a neighborhood nagger, a group of friends declares war to play freely on their turf.",102.0,
3453,2,Peaky Blinders,United Kingdom,"October 4, 2019",2019,TV-MA,"A notorious gang in 1919 Birmingham, England, is led by the fierce Tommy Shelby, a crime boss set on moving up in the world no matter the cost.",,5.0
3454,2,Raising Dion,United States,"October 4, 2019",2019,TV-PG,A widowed mom sets out to solve the mystery surrounding her young son's emerging superpowers while keeping his extraordinary gifts under wraps.,,
3455,2,Rotten,United States,"October 4, 2019",2019,TV-MA,This docuseries travels deep into the heart of the food supply chain to reveal unsavory truths and expose hidden forces that shape what we eat.,,2.0
3456,2,Super Monsters,,"October 4, 2019",2019,TV-Y,Preschool kids whose parents are the world's most famous monsters try to master their special powers while preparing for kindergarten.,,3.0
3457,1,Super Monsters: Vida's First Halloween,United States,"October 4, 2019",2019,TV-Y,"The Super Monsters share their Halloween traditions with Vida, then get invited to a Día de los Muertos party in the Howlers' backyard.",24.0,
3458,2,Seis Manos,United States,"October 3, 2019",2019,TV-MA,"Orphans raised by a martial arts master are plunged into a mystery involving demonic powers, drug cartels, ancient rituals and blood sacrifice.",,
3459,2,Living Undocumented,United States,"October 2, 2019",2019,TV-MA,Eight undocumented families' fates roller-coast as the United States' immigration policies are transformed.,,
3460,1,Ready to Mingle,Mexico,"October 2, 2019",2019,TV-MA,"After the man she thought she'd marry breaks up with her, Ana joins a class for single women who are in search of a husband.",98.0,
3461,1,Salam - The First ****** Nobel Laureate,United States,"October 2, 2019",2018,TV-PG,"Shunned by his country due to religion, Abdus Salam strives for an achievement that would define modern physics and redefine his place back home.",76.0,
3462,2,Cheese in the Trap,South Korea,"October 1, 2019",2016,TV-14,"In this adaptation of a popular webtoon, a poor student trying to navigate college life gains the attention of a wealthy upperclassman with a dark side.",,
3463,2,Chicago Typewriter,South Korea,"October 1, 2019",2017,TV-14,A veterinarian and two writers have a mysterious connection to Korean independence fighters from the Japanese colonial period.,,
3464,2,College Romance,India,"October 1, 2019",2018,TV-MA,"Three best friends look for love, laughs and some lifelong memories while attending college together.",,
3465,2,Engineering Girls,India,"October 1, 2019",2018,TV-MA,"Three engineering students deal with dorm drama, date around, and do whatever it takes to make their dreams come true.",,
3466,1,First Kiss,Netherlands,"October 1, 2019",2018,TV-14,A starry-eyed employee of a hot cosmetics company hires a dreamy photographer who is secretly indebted to a major rival – her sketchy aunt.,90.0,
3467,2,Girls Hostel,India,"October 1, 2019",2018,TV-MA,Four girls from different backgrounds become unlikely friends when they move into a dormitory for female dental students.,,
3468,2,Inmates,India,"October 1, 2019",2017,TV-MA,"While living under one roof, five close-knit 20-somethings maneuver the highs and lows of friendship, romantic entanglements and finding themselves.",,
3469,1,Limitless,India,"October 1, 2019",2017,TV-PG,This documentary follows eight women in India who struggle with self-confidence and society's expectations but rediscover themselves through running.,59.0,
3470,1,Little Baby Bum: Go Buster,,"October 1, 2019",2019,TV-Y,This compilation for preschoolers features a peppy young bus and his first life experiences where bumps in the road won't stop him from a fun ride.,58.0,
3471,2,Miniforce X,South Korea,"October 1, 2019",2018,TV-Y7,Zenos wants to use the Earth’s negative energy for his own good – and it's up to Miniforce X to stop this space alien’s evil plans.,,
3472,1,Nikki Glaser: Bangin’,United States,"October 1, 2019",2019,TV-MA,"Nikki Glaser bares all in a blistering stand-up special about sex, sobriety and getting over her own insecurities. And she won't spare you the details.",64.0,
3473,1,Rugrats in Paris: The Movie,"Germany, United States","October 1, 2019",2000,G,The Rugrats take to the big screen and visit Paris when Mr. Pickles gets summoned to fix a giant robot at the EuroReptarland theme park.,79.0,
3474,2,The K2,South Korea,"October 1, 2019",2016,TV-14,A fugitive soldier gets swept up in personal and political intrigue when he's hired as a bodyguard for the family of a presidential candidate.,,
3475,2,The Liar and His Lover,South Korea,"October 1, 2019",2017,TV-PG,A talented singer falls in love at first sight with a music prodigy who has an affinity for lies – and a knack for being a hit-making producer.,,
3476,1,The Rugrats Movie,United States,"October 1, 2019",1998,G,"When his baby brother Dil is born, Tommy Pickles and his pals decide that he's too much responsibility and try to return him to the hospital.",81.0,
3477,1,The Squid and the Whale,United States,"October 1, 2019",2005,R,This insightful drama looks at the crumbling marriage between a self-centered novelist – whose career is waning – and his up-and-coming writer wife.,81.0,
3478,2,Gotham,United States,"September 30, 2019",2019,TV-MA,"Long before he was commissioner, rookie cop James Gordon takes on Gotham City crime and corruption to avenge the murder of Bruce Wayne's parents.",,5.0
3479,1,Mo Gilligan: Momentum,United Kingdom,"September 30, 2019",2019,TV-MA,"Comedian Mo Gilligan blends smooth moves and sharp humor as he riffs on humble beginnings, family dynamics and the complex art of dancing in the club.",64.0,
3480,1,Cultivating the Seas: History and Future of the Full-Cycle Cultured Kindai Tuna,,"September 28, 2019",2019,TV-PG,An in-depth look at the full-cycle breeding program for bluefin Kindai tuna pioneered by Kinki University’s Aqua Culture Research Institute.,45.0,
3481,1,TUNA GIRL,Japan,"September 28, 2019",2019,TV-PG,A clumsy but cheerful fisheries student struggles to find her place at a research institute renowned for its tuna cultivation. The work isn't easy.,90.0,
3482,2,Bard of Blood,India,"September 27, 2019",2019,TV-MA,"Years after a disastrous job in Balochistan, a former Indian spy must confront his past when he returns to lead an unsanctioned hostage-rescue mission.",,
3483,1,Deliha 2,Turkey,"September 27, 2019",2018,TV-PG,"While chasing her dream of becoming a chef, Zeliha cooks up trouble in the kitchen with her wild, kooky and unsuspecting ways.",102.0,
3484,2,El Marginal,Argentina,"September 27, 2019",2019,TV-MA,"While investigating a kidnapping, an ex-cop sent to infiltrate a prison finds himself surrounded by dangerous felons who can't know his real identity.",,3.0
3485,1,In the Shadow of the Moon,"United States, Canada","September 27, 2019",2019,TV-MA,A Philadelphia detective slowly unravels as he nurses a lifelong obsession with an enigmatic female serial killer whose crimes defy explanation.,116.0,
3486,1,Sturgill Simpson Presents Sound & Fury,United States,"September 27, 2019",2019,TV-MA,"In this anime visual album, a mysterious driver heads deep into a postapocalyptic hellscape toward a ferocious showdown with two monstrous opponents.",42.0,
3487,1,Malaal,India,"September 26, 2019",2019,TV-14,"Class divides become thorns in the budding romance between the crony of a nativist Mumbai politician and the new, North Indian resident of his chawl.",133.0,
3488,1,The Grandmaster,"Hong Kong, China","September 26, 2019",2013,PG-13,"As the Japanese invasion looms, Chinese kung fu master Ip Man's world changes when rival master Gong Er and her father arrive in his village.",108.0,
3489,2,The Inmate,Mexico,"September 26, 2019",2018,TV-MA,A former Marine poses as an inmate inside a Mexican prison in order to infiltrate a gang suspected of kidnapping a U.S. judge's teen daughter.,,
3490,2,Abstract: The Art of Design,United States,"September 25, 2019",2019,TV-14,Step inside the minds of the most innovative designers in a variety of disciplines and learn how design impacts every aspect of life.,,2.0
3491,1,Birders,"United States, Mexico","September 25, 2019",2019,TV-G,Bird watchers on both sides of the U.S.-Mexico border share their enthusiasm for protecting and preserving some of the world's most beautiful species.,38.0,
3492,2,Glitch,Australia,"September 25, 2019",2019,TV-MA,A police officer and a doctor face an emotionally charged mystery when seven local residents inexplicably return from the dead in peak physical form.,,3.0
3493,1,Oh! Baby (Malayalam),,"September 25, 2019",2019,TV-14,A surly septuagenarian gets another chance at her 20s after having her photo snapped at a studio that magically takes 50 years off her life.,146.0,
3494,1,Oh! Baby (Tamil),,"September 25, 2019",2019,TV-14,A surly septuagenarian gets another chance at her 20s after having her photo snapped at a studio that magically takes 50 years off her life.,146.0,
3495,1,Inside Man: Most Wanted,United States,"September 24, 2019",2019,R,A hotshot NYPD negotiator butts heads with the FBI and meets his match in a meticulous criminal mastermind as she attempts to rob the Federal Reserve.,106.0,
3496,1,Jeff Dunham: Beside Himself,United States,"September 24, 2019",2019,TV-MA,"Jeff Dunham takes the stage in Dallas with his old pals Peanut, Walter, José Jalapeño, Bubba J and Achmed to poke fun at himself and American culture.",58.0,
3497,1,Manmadhudu 2,India,"September 23, 2019",2019,TV-MA,"Under pressure to marry, a perennial bachelor hires a much younger woman to act as his fiancée, but her bond with his family throws his plan for a loop.",152.0,
3498,1,Under the Eiffel Tower,United States,"September 23, 2019",2018,TV-MA,An American man in the midst of a mid-life crisis travels to the French countryside to find a new lease on life.,87.0,
3499,1,Do Paise Ki Dhoop Chaar Aane Ki Baarish,India,"September 22, 2019",2009,TV-MA,"When a sex worker hires a gay songwriter to care for her disabled son, the ensuing bonds that form offer a complex portrayal of love and family.",121.0,
3500,2,Vagabond,South Korea,"September 21, 2019",2019,TV-MA,"When his nephew dies in a plane crash, stunt man Cha Dal-geon resolves to find out what happened, with the help of covert operative Go Hae-ri.",,
3501,1,Between Two Ferns: The Movie,United States,"September 20, 2019",2019,TV-MA,"Armed with awkward questions and zero self-awareness, Zach Galifianakis hits the road to find famous interview subjects for his no-budget talk show.",83.0,
3502,2,Criminal: France,,"September 20, 2019",2019,TV-MA,"Secrets emerge and entire cases unravel inside a police interview room in Paris, where suspects and investigators face off in an intricate dance.",,
3503,2,Criminal: Germany,Germany,"September 20, 2019",2019,TV-MA,"In the interview room, detectives go head-to-head with suspects and try to get to the truth – even if it means breaking the rules and risking it all.",,
3504,2,Criminal: Spain,Spain,"September 20, 2019",2019,TV-MA,"Psychological games abound between detectives and suspects in a tense interrogation room, where the search for answers sometimes comes at a moral cost.",,
3505,2,Fastest Car,United States,"September 20, 2019",2019,TV-MA,The drivers of exotic supercars put their street cred on the line against deceptively fast sleeper cars built and modified by true gearheads.,,2.0
